,handle,created_at,tweet_text,key_word_list
10,Robert_Aderholt,2022-12-06T21:43:15.000Z,"Great meeting @NASA Crew-3 astronauts Raja Chari, Kayla Barron and Thomas Marshburn after their recent trip earlier this year to the @space_station. With every NASA led mission to space, the U.S. continues its leadership in this crucial domain. https://t.co/DrOZdFLR7h","['great', 'meeting', 'astronaut', 'raja', 'chari', 'kayla', 'barron', 'thomas', 'marshburn', 'recent', 'trip', 'early', 'year', 'nasa', 'lead', 'mission', 'space', 'continue', 'leadership', 'crucial', 'domain']"
11,Robert_Aderholt,2022-12-05T18:52:36.000Z,What a view! It’ll be even better when our astronauts get to see it for themselves. #Artemis https://t.co/47tg7HUDZD,"['view', 'even', 'well', 'astronaut', 'get', 'see', 'artemis']"
12,Robert_Aderholt,2022-11-29T23:49:59.000Z,We must stand with the people of China in their protests against the Chinese Communist Party!,"['stand', 'people', 'china', 'protest', 'chinese', 'communist', 'party']"
13,Robert_Aderholt,2022-11-24T18:32:32.000Z,"Rejoice always, pray continually, give thanks in all circumstances; for this is God's will for you in Christ Jesus. 

1 Thessalonians 5:16-18 https://t.co/isdOL3yNsd","['rejoice', 'always', 'pray', 'continually', 'give', 'thank', 'circumstance', 'god', 'will', 'christ', 'jesus', 'thessalonians']"
14,Robert_Aderholt,2022-11-18T19:52:26.000Z,I encourage you to take a look at my latest op-ed in SpaceNews on the future of American space exploration and how NASA’s Space Launch System will pioneer a new era in human space presence. https://t.co/dsUdQbaqXD,"['encourage', 'take', 'look', 'late', 'op', 'ed', 'spacenews', 'future', 'american', 'space', 'exploration', 'nasa', 'space', 'launch', 'system', 'pioneer', 'new', 'era', 'human', 'space', 'presence']"
15,Robert_Aderholt,2022-11-17T00:31:51.000Z,"Come January 3rd, the new Republican majority will be focused on lowering the cost of groceries and gas, securing our border, strengthening our military, and holding the Biden Administration accountable. https://t.co/uqhU3xm46x","['come', 'january', 'new', 'republican', 'majority', 'focus', 'lower', 'cost', 'grocery', 'gas', 'secure', 'border', 'strengthen', 'military', 'hold', 'biden', 'administration', 'accountable']"
16,Robert_Aderholt,2022-11-16T13:25:07.000Z,Congratulations to everyone involved in the successful launch of @NASAArtemis.  I particularly want to thank everyone @NASA_Marshall This historic moment marks the beginning of a new era of human presence and permanence in space. #Artemis https://t.co/trNG8DMLnA,"['congratulation', 'involve', 'successful', 'launch', 'particularly', 'want', 'thank', 'historic', 'moment', 'mark', 'beginning', 'new', 'era', 'human', 'presence', 'permanence', 'space', 'artemis']"
17,Robert_Aderholt,2022-11-15T19:36:18.000Z,"I don't think anyone else believes this. Because the data doesn't back it up.
https://t.co/n1x75RM1vf #FoxNews","['think', 'else', 'believe', 'data', 'back', 'foxnew']"
18,Robert_Aderholt,2022-11-11T20:40:58.000Z,"Happy Veterans Day to all who have served and those still serving in the Army, Navy, Marines, Air Force, Coast Guard and Space Force. https://t.co/tGp1TgABRX","['happy', 'veterans', 'day', 'serve', 'still', 'serve', 'army', 'navy', 'marines', 'air', 'force', 'coast', 'guard', 'space', 'force']"
19,Robert_Aderholt,2022-11-10T16:29:11.000Z,"Join me in wishing a Happy Birthday to the Marine Corps. So many have served so proudly, including Cullman’s very own Roy Drinkard, one of the oldest living marines in the United States. https://t.co/xCTpQy6Hyt","['join', 'wish', 'happy', 'birthday', 'marine', 'corps', 'so', 'many', 'serve', 'so', 'proudly', 'include', 'cullman', 'very', 'own', 'roy', 'drinkard', 'old', 'living', 'marine', 'united', 'states']"
30,RepRickAllen,2022-12-06T21:25:00.000Z,"My staff will be in Metter, Millen, and Swainsboro tomorrow (12/7) to host Community Office Hours.

If you need help with a federal agency, please drop by!

For more information, please visit: https://t.co/jsC6GzDvoh","['staff', 'metter', 'millen', 'swainsboro', 'tomorrow', 'host', 'community', 'office', 'hours', 'need', 'help', 'federal', 'agency', 'drop', 'more', 'information', 'visit']"
31,RepRickAllen,2022-12-05T22:30:00.000Z,"Members of my staff will be in Springfield and Sylvania tomorrow (12/6) to host Community Office Hours.

If you need help with a federal agency, please drop by!

For more information, please visit: https://t.co/jsC6GzDvoh","['member', 'staff', 'springfield', 'sylvania', 'tomorrow', 'host', 'community', 'office', 'hours', 'need', 'help', 'federal', 'agency', 'drop', 'more', 'information', 'visit']"
32,RepRickAllen,2022-12-04T20:00:00.000Z,"My staff will be in Alamo, Mount Vernon, and Soperton tomorrow (12/5) to host Community Office Hours.

If you need help with a federal agency, please drop by!

More info: https://t.co/jsC6GzDvoh","['staff', 'alamo', 'mount', 'vernon', 'soperton', 'tomorrow', 'host', 'community', 'office', 'hours', 'need', 'help', 'federal', 'agency', 'drop', 'more', 'info']"
33,RepRickAllen,2022-12-02T23:04:05.000Z,"RT @RepAndyBarr: ESG is a cancer in our capital markets that diminishes investor returns &amp; depletes investment in energy production, jeopar…","['rt', 'esg', 'cancer', 'capital', 'market', 'diminish', 'investor', 'return', 'amp', 'deplete', 'investment', 'energy', 'production', 'jeopar']"
34,RepRickAllen,2022-12-02T21:45:31.000Z,RT @DailyMail: Republicans go to war with Biden's 401k ESG 'cancer' https://t.co/gTzywPve5a,"['rt', 'republican', 'go', 'war', 'biden', 'esg', 'cancer']"
35,RepRickAllen,2022-12-02T21:42:55.000Z,"Dealing with federal agencies can be difficult. My office is here to help!

If you need assistance with a federal matter, members of our staff will be in these counties next week to offer one-on-one service, no appointment necessary.

⬇️ Full details ⬇️ 
https://t.co/otcijXPhSJ https://t.co/bZub5E9xdl","['deal', 'federal', 'agency', 'difficult', 'office', 'here', 'help', 'need', 'assistance', 'federal', 'matter', 'member', 'staff', 'county', 'week', 'offer', 'service', 'appointment', 'necessary', 'full', 'detail']"
36,RepRickAllen,2022-12-02T21:31:24.000Z,"REMINDER: Applications for our 2023 Spring Internship Program (available both in Washington and the district) are only open for another week.

The deadline to apply is next Friday, 12/9.

Please visit my website for more information:
https://t.co/sFNqjwQV7K https://t.co/Xg3BgslG0a","['reminder', 'application', 'spring', 'internship', 'program', 'available', 'washington', 'district', 'only', 'open', 'week', 'deadline', 'apply', 'next', 'friday', 'visit', 'website', 'more', 'information', 'k']"
37,RepRickAllen,2022-12-02T17:15:39.000Z,"""It’s worth remembering that disgraced crypto giant FTX had a stellar ESG rating, and ESG-titan BlackRock set a record earlier this year for losing $1.7 trillion of investors’ money in just six months.""

Read more in the @DailyMail:
https://t.co/8tXlpX0ocI","['worth', 'remember', 'disgraced', 'crypto', 'giant', 'ftx', 'have', 'stellar', 'esg', 'rating', 'esg', 'titan', 'blackrock', 'set', 'record', 'early', 'year', 'lose', 'investor', 'money', 'just', 'month', 'read', 'more']"
38,RepRickAllen,2022-12-01T17:48:21.000Z,"I'll be on-air with @WilkowMajority today at 1:40 PM.

Tune into @SiriusXMPatriot Channel 125 to listen live!","['air', 'today', 'pm', 'tune', 'channel', 'listen', 'live']"
39,RepRickAllen,2022-11-30T19:38:49.000Z,RT @cathymcmorris: Instead of getting serious about flipping the switch for more energy production here in the U.S.—which would help lower…,"['rt', 'instead', 'get', 'serious', 'flip', 'switch', 'more', 'energy', 'production', 'here', 'help', 'low']"
50,MarkAmodeiNV2,2022-11-28T22:23:50.000Z,Proud to attend the Nevada Veterans Memorial Plaza Grand Opening &amp; Ribbon Cutting. The plaza is a phenomenal place to remember those who have given it all for us. I couldn't be prouder of this effort to honor our veterans. https://t.co/EI5rDdAGA5,"['proud', 'attend', 'nevada', 'veterans', 'memorial', 'plaza', 'grand', 'opening', 'amp', 'ribbon', 'cutting', 'plaza', 'phenomenal', 'place', 'remember', 'give', 'prouder', 'effort', 'honor', 'veteran']"
51,MarkAmodeiNV2,2022-11-24T16:04:58.000Z,Happy Thanksgiving! https://t.co/Bl6rsFD0N0,"['happy', 'thanksgiving']"
52,MarkAmodeiNV2,2022-11-22T18:19:14.000Z,Great meeting with the Builders Association of Northern Nevada! Looking forward to continued collaboration with the building industry to advance economic growth and prosperity throughout our cities and towns. https://t.co/lFCkkD3qAk,"['great', 'meeting', 'builders', 'association', 'northern', 'nevada', 'look', 'forward', 'continue', 'collaboration', 'building', 'industry', 'advance', 'economic', 'growth', 'prosperity', 'city', 'town']"
53,MarkAmodeiNV2,2022-11-18T22:09:23.000Z,RT @thedanmasonshow: TODAY: Get ready for a renewed push for more education money in the next Nevada legislature. Now that Republicans will…,"['rt', 'today', 'get', 'ready', 'renew', 'push', 'more', 'education', 'money', 'next', 'nevada', 'legislature', 'now', 'republicans']"
54,MarkAmodeiNV2,2022-11-18T18:28:16.000Z,"At the Placer Business Alliance DC Summit, it was great meeting with local and regional business leaders and public officials for a discussion focused on Lake Tahoe and the importance of working together across state lines to address challenges and opportunities. https://t.co/NY77yioZgi","['placer', 'business', 'alliance', 'dc', 'summit', 'great', 'meeting', 'local', 'regional', 'business', 'leader', 'public', 'official', 'discussion', 'focus', 'lake', 'tahoe', 'importance', 'work', 'together', 'state', 'line', 'address', 'challenge', 'opportunity']"
55,MarkAmodeiNV2,2022-11-15T14:17:02.000Z,"RT @NFRW: NFRW members from HI, ID, OR, AZ, NV,UT &amp; CA attended the Western Conference Stars &amp; Stipes in Vegas. Guest speakers were Congres…","['rt', 'nfrw', 'member', 'hi', 'id', 'or', 'az', 'nv', 'ut', 'amp', 'ca', 'attend', 'western', 'conference', 'stars', 'amp', 'stipes', 'vegas', 'guest', 'speaker', 'congre']"
56,MarkAmodeiNV2,2022-11-11T17:23:34.000Z,LVRJ reporter Gary Martin was a thoughtful journalist. Nevada will miss the professionalism he brought to covering politics in our state. Rest In Peace Gary.,"['lvrj', 'reporter', 'gary', 'martin', 'thoughtful', 'journalist', 'nevada', 'miss', 'professionalism', 'bring', 'cover', 'politic', 'state', 'rest', 'peace', 'gary']"
57,MarkAmodeiNV2,2022-11-11T15:38:15.000Z,"In honor of #VeteransDay, we come together to commemorate our nation's heroes.

We owe our veterans a debt of gratitude for protecting our American freedoms.

Thank you, today and every day, for your selfless devotion. 🇺🇸","['honor', 'veteransday', 'come', 'together', 'commemorate', 'nation', 'hero', 'owe', 'veteran', 'debt', 'gratitude', 'protect', 'american', 'freedom', 'thank', 'today', 'day', 'selfless', 'devotion']"
58,MarkAmodeiNV2,2022-11-10T21:08:13.000Z,"Honoring our veterans at the 5th Annual Dayton Chamber Veterans Appreciation Dinner.

Thank you for your service to our great country and commitment to the freedoms we enjoy today as Americans. https://t.co/a9L3ZKVZz6","['honor', 'veteran', 'annual', 'dayton', 'chamber', 'veterans', 'appreciation', 'dinner', 'thank', 'service', 'great', 'country', 'commitment', 'freedom', 'enjoy', 'today', 'americans']"
59,MarkAmodeiNV2,2022-11-03T13:57:13.000Z,RT @AmerSecurities: ASA applauds @HouseAppropsGOP FSGG SubCmte RM @rep_stevewomack for sending the @SECgov a message that it must not colle…,"['rt', 'asa', 'applaud', 'fsgg', 'subcmte', 'rm', 'send', 'message', 'colle']"
60,RepArmstrongND,2022-12-07T01:24:41.000Z,"Congratulations to my friend Mac Schneider. Looking forward to working with him.

https://t.co/hmApGshzdN","['congratulation', 'friend', 'mac', 'schneider', 'look', 'forward', 'work']"
61,RepArmstrongND,2022-12-06T16:06:50.000Z,"North Dakota agriculture has a $30.8 billion economic contribution and supports 110,480 total jobs for our state. We are grateful for our farmers and ranchers.
https://t.co/rsZBWoIhOl","['north', 'dakota', 'agriculture', 'have', 'economic', 'contribution', 'support', 'total', 'job', 'state', 'grateful', 'farmer', 'rancher']"
62,RepArmstrongND,2022-12-01T21:12:25.000Z,Great to receive an update on the @FMDiversion. I am glad to hear about its progress toward providing long-term flood relief for the region. https://t.co/OUMxWmy7CS,"['great', 'receive', 'update', 'glad', 'hear', 'progress', 'provide', 'long', 'term', 'flood', 'relief', 'region']"
63,RepArmstrongND,2022-11-30T03:00:00.000Z,Met with Spirit Lake Nation Chairman Doug Yankton to discuss a variety of issues important to the tribe and North Dakotans. https://t.co/zU1o2P9GXX,"['met', 'spirit', 'lake', 'nation', 'chairman', 'doug', 'yankton', 'discuss', 'variety', 'issue', 'important', 'tribe', 'north', 'dakotans']"
64,RepArmstrongND,2022-11-29T21:16:39.000Z,"As we prepare for 2023, the Farm Bill is a top priority. Appreciated talking with PIA of ND about the importance of crop insurance for North Dakota's growers. https://t.co/XwftHRiARk","['prepare', 'farm', 'bill', 'top', 'priority', 'appreciated', 'talk', 'pia', 'nd', 'importance', 'crop', 'insurance', 'north', 'dakota', 'grower']"
65,RepArmstrongND,2022-11-29T20:45:12.000Z,RT @HouseCommerce: RT if you agree → We should drill AMERICAN oil and create AMERICAN jobs.,"['rt', 'rt', 'agree', 'drill', 'american', 'oil', 'create', 'american', 'job']"
66,RepArmstrongND,2022-11-29T18:09:00.000Z,"The Biden admin is really good at making really bad policy.
 
More duplicative red tape will do nothing to keep our air and water clean.

https://t.co/b0GPVb3Xhv","['biden', 'admin', 'really', 'good', 'make', 'really', 'bad', 'policy', 'more', 'duplicative', 'red', 'tape', 'do', 'keep', 'air', 'water', 'clean']"
67,RepArmstrongND,2022-11-29T16:58:24.000Z,"RT @NDNationalGuard: 16 years ago today, Cpl. Christopher Kleinwachter gave his life for his country. He was killed in action in Afghanista…","['rt', 'year', 'ago', 'today', 'cpl', 'christopher', 'kleinwachter', 'give', 'life', 'country', 'kill', 'action', 'afghanista']"
68,RepArmstrongND,2022-11-28T15:26:30.000Z,Both these teams have @NDSUfootball connections. Klieman coached the Bison from 2014-18 and won 4 championships in 5 years. Jim Wacker coached at NDSU from 1976-78. He was the head coach at TCU from 1983-91. https://t.co/zmDM8rflxd,"['team', 'have', 'connection', 'klieman', 'coach', 'bison', 'win', 'championship', 'year', 'jim', 'wacker', 'coach', 'ndsu', 'head', 'coach', 'tcu']"
69,RepArmstrongND,2022-11-26T13:42:00.000Z,"North Dakota has more than 75,000 small businesses. They do so much good for our communities.

#SmallBusinessSaturday is a great reminder to get out and support them. https://t.co/64dAC1SN5l","['north', 'dakota', 'have', 'more', 'small', 'business', 'do', 'so', 'much', 'good', 'community', 'smallbusinesssaturday', 'great', 'reminder', 'get', 'support']"
70,RepArrington,2022-12-06T19:52:02.000Z,House Republicans are ready to fight and follow through on our Commitment to America by holding the lawless Biden Administration accountable for its unconstitutional overreaches. https://t.co/6VQ26CEUS5,"['house', 'republicans', 'ready', 'fight', 'follow', 'commitment', 'america', 'hold', 'lawless', 'biden', 'administration', 'accountable', 'unconstitutional', 'overreache']"
71,RepArrington,2022-12-05T21:59:59.000Z,"ICYMI: The Biden Administration lacks the political will necessary to secure the border. As a result, cartels exploit the Democrats’ open border policies and laugh all the way to the bank. @FoxNews @FaulknerFocus @GillianHTurner https://t.co/tMni8JGjUQ","['icymi', 'biden', 'administration', 'lack', 'political', 'necessary', 'secure', 'border', 'result', 'cartel', 'exploit', 'democrats', 'open', 'border', 'policy', 'laugh', 'way', 'bank']"
72,RepArrington,2022-12-05T19:06:05.000Z,"After adding almost $5T to the debt, Biden has accelerated deficit spending to the brink of our legal limit. This is a big opportunity for a GOP House to negotiate spending caps &amp; structural reforms to our broken budget process.

“A public debt is a public curse.” -James Madison https://t.co/UrSZx1HmxH","['add', 'almost', 't', 'debt', 'biden', 'accelerate', 'deficit', 'spending', 'brink', 'legal', 'limit', 'big', 'opportunity', 'gop', 'house', 'negotiate', 'spending', 'cap', 'amp', 'structural', 'reform', 'broken', 'budget', 'process', 'public', 'debt', 'public', 'curse', 'madison']"
73,RepArrington,2022-12-05T14:53:24.000Z,"Today, I’ll be on @FoxNews to discuss the latest on Biden’s Border Crisis. #TUNEIN to @FaulknerFocus at 11:15am ET!","['today', 'discuss', 'late', 'biden', 'border', 'crisis', 'tunein', 'et']"
74,RepArrington,2022-12-03T14:21:46.000Z,"RT @WSJ: The Air Force just unveiled the B-21, the secret bomber that's meant to keep China in check https://t.co/sJH43tf6vc","['rt', 'air', 'force', 'just', 'unveil', 'secret', 'bomber', 'mean', 'keep', 'china', 'check']"
75,RepArrington,2022-12-02T23:37:25.000Z,"The B-21 will be the backbone of our bomber fleet &amp; the most lethal &amp; capable bomber in the world. 

Securing a B-21 fleet at Dyess AFB is one of my proudest achievements &amp; today’s unveiling is an important step in bringing B-21s to the Big Country. 

God bless America &amp; Go WTX! https://t.co/IgE5cPNxbM","['backbone', 'bomber', 'fleet', 'amp', 'most', 'lethal', 'amp', 'capable', 'bomber', 'world', 'secure', 'fleet', 'dyess', 'afb', 'proudest', 'achievement', 'amp', 'today', 'unveiling', 'important', 'step', 'bring', 'big', 'country', 'god', 'bless', 'america', 'amp', 'go', 'wtx']"
76,RepArrington,2022-12-01T22:50:52.000Z,"I’m proud to co-lead the Congressional Family Business Caucus with @RepSchneider, @RepTenney &amp; @RepOHalleran to promote policies that will help these businesses thrive for generations to come. https://t.co/k1hOviIdLl","['proud', 'co', 'lead', 'congressional', 'family', 'business', 'caucus', 'amp', 'promote', 'policy', 'help', 'business', 'thrive', 'generation', 'come']"
77,RepArrington,2022-12-01T22:50:52.000Z,"America’s family-owned businesses are the foundation of our economy, responsible for more than half of the country’s employment. Unfortunately, business owners face numerous challenges from high inflation to labor shortages, to burdensome tax policies &amp; regulations. 🧵","['america', 'family', 'own', 'business', 'foundation', 'economy', 'responsible', 'more', 'half', 'country', 'employment', 'unfortunately', 'business', 'owner', 'face', 'numerous', 'challenge', 'high', 'inflation', 'labor', 'shortage', 'burdensome', 'tax', 'policy', 'amp', 'regulation']"
78,RepArrington,2022-11-29T14:58:13.000Z,Mayorkas’ claim that our border is secure is dishonest and insulting. Democrats continue to leave Americans vulnerable to the disastrous effects of an open border. We must use every authority and tool as the new majority to stop them. @AmericaNewsroom @FoxNews https://t.co/y93xopzNh8,"['mayorkas', 'claim', 'border', 'secure', 'dishonest', 'insulting', 'democrats', 'continue', 'leave', 'americans', 'vulnerable', 'disastrous', 'effect', 'open', 'border', 'use', 'authority', 'tool', 'new', 'majority', 'stop']"
79,RepArrington,2022-11-26T18:20:04.000Z,"Small businesses are the heartbeat of America &amp; the economic engine of job creation in this country. With nearly 8M small businesses across our nation, the Lone Star State is home to over 3M — or almost 40%! TEXANS keep our economy running! #SmallBusinessSaturday https://t.co/DmD06NGaN5","['small', 'business', 'heartbeat', 'america', 'amp', 'economic', 'engine', 'job', 'creation', 'country', 'nearly', 'small', 'business', 'nation', 'lone', 'star', 'state', 'home', 'm', 'almost', 'texan', 'keep', 'economy', 'run', 'smallbusinesssaturday']"
100,RepBrianBabin,2022-12-06T01:55:02.000Z,"Imagine serving a lobster feast at a state dinner while simultaneously pushing policies that will kill our seafood industry…

That’s Joe Biden for you. https://t.co/jyMpVWavuu","['imagine', 'serve', 'lobster', 'feast', 'state', 'dinner', 'simultaneously', 'push', 'policy', 'kill', 'seafood', 'industry', 'joe', 'biden']"
101,RepBrianBabin,2022-12-05T22:14:12.000Z,"Fuel costs are on the rise while our reserves are at a 38-year low.

Biden's misuse of our emergency petroleum stores will undoubtedly lead to more crises. https://t.co/hRZzH4yv42","['fuel', 'cost', 'rise', 'reserve', 'year', 'low', 'biden', 'misuse', 'emergency', 'petroleum', 'store', 'undoubtedly', 'lead', 'more', 'crisis']"
102,RepBrianBabin,2022-12-04T16:52:58.000Z,"Biden refuses to close the southern border or enforce policies that keep you safe.

It's only a matter of time before the next terrorist attack occurs on American soil.

The threat is real, yet @POTUS doesn't care. @OANN https://t.co/20PROhAJAd","['biden', 'refuse', 'close', 'southern', 'border', 'enforce', 'policy', 'keep', 'safe', 'only', 'matter', 'time', 'next', 'terrorist', 'attack', 'occur', 'american', 'soil', 'threat', 'real', 'care']"
103,RepBrianBabin,2022-12-03T02:37:02.000Z,"I will not allow this administration to use the American people as scapegoats for their policy failures and excessive spending spree. 

YOU did not cause inflation to soar. 

That responsibility rests solely on Joe Biden’s shoulders. https://t.co/tn6D8SSqnp","['allow', 'administration', 'use', 'american', 'people', 'scapegoat', 'policy', 'failure', 'excessive', 'spending', 'spree', 'cause', 'inflation', 'soar', 'responsibility', 'rest', 'solely', 'joe', 'biden', 'shoulder']"
104,RepBrianBabin,2022-12-02T23:58:15.000Z,"Biden’s border crisis is one of the greatest threats to America’s solvency and national security.

It must be stopped. @NEWSMAX https://t.co/sY9Q3VkVEb","['biden', 'border', 'crisis', 'great', 'threat', 'america', 'solvency', 'national', 'security', 'stop']"
105,RepBrianBabin,2022-12-02T15:02:58.000Z,"This is the sad reality of Biden's failed economic policies.

You deserve better. https://t.co/5UB7egf5tF","['sad', 'reality', 'biden', 'fail', 'economic', 'policy', 'deserve', 'well']"
106,RepBrianBabin,2022-12-01T23:40:52.000Z,"The Left hates @elonmusk’s push to restore free speech because they’ll no longer get to censor Twitter users they disagree with.

When will the White House start “keeping a close eye” on the border, gas prices, diesel stores, inflation, crime… you know… real issues? https://t.co/vNlY8keW5T","['left', 'hate', 'push', 'restore', 'free', 'speech', 'no', 'long', 'get', 'censor', 'twitter', 'user', 'disagree', 'white', 'house', 'start', 'keep', 'close', 'eye', 'border', 'gas', 'price', 'diesel', 'store', 'inflation', 'crime', 'know', 'real', 'issue', 't']"
107,RepBrianBabin,2022-12-01T22:03:31.000Z,"The widespread use of LOGINK - a CCP-controlled digital platform used by over 20 global ports - creates a major risk for U.S. commercial and military interests.

We need to know how Biden is going to keep China and this platform in check! Read more below ⤵️ https://t.co/dmulXhlDR7","['widespread', 'use', 'logink', 'ccp', 'control', 'digital', 'platform', 'use', 'global', 'port', 'create', 'major', 'risk', 'commercial', 'military', 'interest', 'need', 'know', 'biden', 'go', 'keep', 'china', 'platform', 'check', 'read', 'more']"
108,RepBrianBabin,2022-12-01T17:39:18.000Z,"Granting mass amnesty to millions of illegal aliens will make Biden’s Border Crisis permanent.

The world will see our southern border as nonexistent.

Such an action is an affront to law-abiding Americans and must be stopped! https://t.co/PZU5L4XWkv","['grant', 'mass', 'amnesty', 'million', 'illegal', 'alien', 'make', 'biden', 'border', 'crisis', 'permanent', 'world', 'see', 'southern', 'border', 'nonexistent', 'action', 'affront', 'law', 'abide', 'americans', 'stop']"
109,RepBrianBabin,2022-12-01T02:26:54.000Z,"Where are the fact checkers?? 

How many Pinocchios will the Washington Post give this?? https://t.co/RQpNkJbabu","['fact', 'checker', 'many', 'pinocchio', 'washington', 'post', 'give']"
110,RepDonBacon,2022-12-06T16:12:44.000Z,@TomDorwart1 @WhiteHouse All baloney.,['baloney']
111,RepDonBacon,2022-12-06T15:58:03.000Z,@TomDorwart1 @WhiteHouse Just the facts. We were coming out of COVID and this unemployment went down. Now… massive irresponsible spending has caused inflation and now high interest rates.,"['just', 'fact', 'come', 'covid', 'unemployment', 'go', 'down', 'now', 'massive', 'irresponsible', 'spending', 'cause', 'inflation', 'now', 'high', 'interest', 'rate']"
112,RepDonBacon,2022-12-06T15:41:30.000Z,@icythein @JoyceWhiteVance I did on C-SPAN just now.,"['do', 'c', 'span', 'just', 'now']"
113,RepDonBacon,2022-12-06T15:41:12.000Z,@TomDorwart1 @WhiteHouse We came out of COVID. You’re missing the obvious factor.,"['come', 'covid', 'miss', 'obvious', 'factor']"
114,RepDonBacon,2022-12-06T15:39:29.000Z,RT @Pres_Parsons: @HowardMortman @cspanwj @RepDonBacon We definitely need more Members like @RepDonBacon. He is a man of integrity and he p…,"['rt', 'definitely', 'need', 'more', 'member', 'man', 'integrity', 'p']"
115,RepDonBacon,2022-12-06T14:19:15.000Z,"RT @HowardMortman: ""You come on show often. I'm a Democrat. It is enjoyable to hear your point of view. Your argue your points eloquently.…","['rt', 'come', 'show', 'often', 'democrat', 'enjoyable', 'hear', 'point', 'view', 'argue', 'point', 'eloquently']"
116,RepDonBacon,2022-12-06T12:38:25.000Z,"RT @cspanwj: TUES| Rep. Don Bacon (R-NE, @RepDonBacon) a member of the Armed Services Committee, will discuss the latest on government fund…","['rt', 'don', 'bacon', 'r', 'ne', 'member', 'armed', 'services', 'committee', 'discuss', 'late', 'government', 'fund']"
117,RepDonBacon,2022-12-06T05:04:38.000Z,"RT @HouseGOP: According to a recent jobs report, layoffs increased 127% from September. 

That’s 417% higher than this time last year.

Our…","['rt', 'accord', 'recent', 'job', 'report', 'layoff', 'increase', 'september', 'high', 'time', 'last', 'year']"
118,RepDonBacon,2022-12-05T22:20:11.000Z,"Thank you to our DC intern, Madeleine Britto! She is currently studying political science &amp; business administration at Crieghton University. She hopes to go to law school and then return to DC. I appreciate her strong work ethic and passion for government. https://t.co/78AWAuM7Ia","['thank', 'dc', 'intern', 'madeleine', 'britto', 'currently', 'study', 'political', 'science', 'amp', 'business', 'administration', 'crieghton', 'university', 'hope', 'go', 'law', 'school', 'then', 'return', 'dc', 'appreciate', 'strong', 'work', 'ethic', 'passion', 'government']"
119,RepDonBacon,2022-12-05T02:10:38.000Z,"RT @GReschenthaler: What’s the number one killer of American adults aged 18-45? Fentanyl. 

This poison, primarily manufactured in China, i…","['rt', 'number', 'killer', 'american', 'adult', 'age', 'fentanyl', 'poison', 'primarily', 'manufacture', 'china']"
120,RepJimBaird,2022-12-06T21:42:55.000Z,"RT @RepFinstad: Proud to cosponsor the Farmers Deserve Notification Act, led by @RepJimBaird. Herbicides &amp; pesticides are vital to growers.…","['rt', 'proud', 'cosponsor', 'farmers', 'deserve', 'notification', 'act', 'lead', 'herbicide', 'amp', 'pesticide', 'vital', 'grower']"
121,RepJimBaird,2022-12-06T19:38:12.000Z,"Instead of addressing the crisis or visiting our southern border to come up with a plan before Title 42 expires in 15 days, Pres. Biden told reporters “there are more important things going on.” 

Respectfully, I think national security is pretty important if you ask me.","['instead', 'address', 'crisis', 'visit', 'southern', 'border', 'come', 'plan', 'title', 'expire', 'day', 'pres', 'biden', 'tell', 'reporter', 'be', 'more', 'important', 'thing', 'go', 'respectfully', 'think', 'national', 'security', 'pretty', 'important', 'ask']"
122,RepJimBaird,2022-12-05T17:24:48.000Z,"RT @HouseAgGOP: Shopping for the family Christmas tree? 🎄

Prepare to pay more due to #Bidenflation. 💸

WATCH 👇 https://t.co/XSyKqokAuF","['rt', 'shop', 'family', 'christmas', 'tree', 'prepare', 'pay', 'more', 'due', 'bidenflation', 'watch']"
123,RepJimBaird,2022-12-05T17:17:52.000Z,"RT @HouseGOP: So far in 2022, 114 law enforcement officers were shot in ambush attacks. 

Democrats’ ‘Defund the Police’ movement has demon…","['rt', 'so', 'far', 'law', 'enforcement', 'officer', 'shoot', 'ambush', 'attack', 'democrats', 'defund', 'police', 'movement', 'demon']"
124,RepJimBaird,2022-12-04T01:15:46.000Z,Boiler up!!,['boiler']
125,RepJimBaird,2022-12-02T22:16:34.000Z,A great and fitting tribute to my friend @purduemitch #BoilerUp https://t.co/rPKJNMmM3x,"['great', 'fitting', 'tribute', 'friend', 'boilerup']"
126,RepJimBaird,2022-12-01T19:45:52.000Z,"Respectfully, I believe the multi-trillion dollar spending packages Congressional Democrats pushed through Congress and President Biden signed into law are far more likely to blame for soaring inflation than Americans ""splurging"". 

https://t.co/oh9JxdFpeg","['respectfully', 'believe', 'multi', 'dollar', 'spending', 'package', 'congressional', 'democrats', 'push', 'congress', 'president', 'biden', 'sign', 'law', 'far', 'more', 'likely', 'blame', 'soar', 'inflation', 'americans', 'splurge']"
127,RepJimBaird,2022-11-30T16:04:51.000Z,Hauling livestock can be a considerably challenging task and requires flexibility. This decision to reject a commonsense petition at a time when cattle &amp; beef supply chains continue to face stress is very disappointing &amp; could have notable impacts on Hoosier farmers &amp; ranchers. https://t.co/UF5WgOYhHq,"['haul', 'livestock', 'considerably', 'challenging', 'task', 'require', 'flexibility', 'decision', 'reject', 'commonsense', 'petition', 'time', 'cattle', 'amp', 'beef', 'supply', 'chain', 'continue', 'face', 'stress', 'very', 'disappointing', 'amp', 'have', 'notable', 'impact', 'hoosier', 'farmer', 'amp', 'rancher']"
