,handle,created_at,tweet_text
243,RepAndyBiggsAZ,2022-12-06T17:43:14.000Z,"RT @adam_brandon: Check out my latest in @TownHallCom re @HouseGOP, the incoming 118th Congress, and how we move forward: 

🧵: ""The results…"
244,RepAndyBiggsAZ,2022-12-06T16:08:14.000Z,"I’m running for Speaker to break the establishment.

Kevin McCarthy was created by, elevated by, and maintained by the establishment.

https://t.co/tKLPXUxSOA"
245,RepAndyBiggsAZ,2022-12-06T15:01:22.000Z,"He is a clueless tyrant. 

He has never been to the southern border in his entire life and will never own up to the mess he created.  

Biden should be impeached. https://t.co/DDueuHn2II"
246,RepAndyBiggsAZ,2022-12-06T14:49:19.000Z,"Finally, someone has tracked the movements of illegal aliens after release.

The Biden Administration is teaming up with NGOs to resettle lawbreakers deep into our country at taxpayers' expense. 

Excellent report from @Heritage and @MHowellTweets. 

https://t.co/XeBk6U8C8q https://t.co/VCf69NMFz6"
247,RepAndyBiggsAZ,2022-12-06T14:22:10.000Z,"The Democrats' COVID vaccine mandate must be dropped.

The mandate has discharged thousands of highly capable servicemembers, hurt our recruiting efforts, and decreased military readiness. 

The mandate is wrong."
248,RepAndyBiggsAZ,2022-12-05T23:00:55.000Z,"False dichotomy.

Our conference is loaded with qualified candidates.

When will you stop using Leadership talking points? https://t.co/eQr4ahanv6"
249,RepAndyBiggsAZ,2022-12-05T21:39:24.000Z,"RT @America1stLegal: VICTORY: The Biden Admin’s partisan and illegal “parents council” has been disbanded following AFL lawsuit. 

Read abo…"
250,RepGusBilirakis,2022-12-06T19:51:00.000Z,"My colleagues and I want to make sure decisions being implemented with respect to recreational and commercial fishing are based on good, scientific data.  These industries are vital to our economy and the Florida way of life.  They need to be protected.  https://t.co/7kNZtDxQ1i"
251,RepGusBilirakis,2022-12-06T16:49:00.000Z,"My team was honored to attend last weekend’s Christmas concert featuring The Ardennes March composed by my constituent and 97 year-old WWII survivor, Fred Faulkner.  It was great to be able to
recognize Mr. Faulkner for his service to our country during this beautiful concert! https://t.co/SooZLFsA5f"
252,RepGusBilirakis,2022-12-06T13:21:00.000Z,25% of all seniors in America report spending more than they can afford in retirement due to the rising cost of basic goods and services.  We need to provide relief by implementing commonsense measures to reduce the cost of living for all Americans.  https://t.co/4mKE2YKNOM
253,RepGusBilirakis,2022-12-05T22:23:21.000Z,"Welcome to Tampa, Florida!  We hope the residents of Tampa, Kansas have a great stay and enjoy our beautiful community! https://t.co/hPTPE03vLw"
254,RepGusBilirakis,2022-12-05T20:38:00.000Z,"Last week, I proudly supported passage of the Jackie Walorski Maternal &amp; Child Home Reauthorization Act of 2022. It is named after my friend and late colleague in honor of her dedication to helping the most vulnerable among us - such a fitting tribute to her legacy! https://t.co/XWEo8HfP8Y"
255,RepGusBilirakis,2022-12-05T19:22:00.000Z,"Gas prices are $1 more per gallon than when Biden took office.  We must restore American energy independence! Cutting the permitting processing time in half will help reduce reliance on foreign countries, prevent rolling blackouts, &amp; lower prices. https://t.co/f4HlyUzlc3"
256,RepGusBilirakis,2022-12-05T17:14:25.000Z,Americans’ credit card balances have increased 15% -the largest annual increase in 2 decades.  We need to provide relief by creating an economy that is strong – and that starts with reining in government spending!  https://t.co/fQlN46eRos
257,RepGusBilirakis,2022-12-02T16:40:00.000Z,"Did you know that planned Medicare cuts could compromise access to many of the clinical lab tests used to diagnose, monitor, &amp; manage autoimmune diseases for seniors?  That’s why I’m leading the charge to pass SALSA, a critical bill to protect patient access to these vital tests. https://t.co/BHqJex32rR"
258,RepGusBilirakis,2022-12-02T13:38:00.000Z,I’m proud to partner with the Pasco County Tax Collector and other sponsors to provide free food to those in need. https://t.co/tzTYP6pTrk
259,RepGusBilirakis,2022-12-01T20:36:00.000Z,"Diesel reserves are the lowest they’ve been heading into winter in nearly 70 years.  Diesel is a workhorse of the economy, helping power most major industries.  We must work to increase the production and access to clean, reliable, American-made energy.  https://t.co/gbtbKO1S3r"
270,RepDanBishop,2022-12-07T02:31:52.000Z,"@m1sscynical @leslibless @PieceOfPeace70 You mean in the Senate?  Lol.

But yes, I'll certainly vote NO on the NDAA (in the House) absent these provisions."
271,RepDanBishop,2022-12-06T23:50:23.000Z,"RT @America1stLegal: /1 🚨🦠BREAKING: Following the #TwitterFiles, AFL has obtained new documents uncovering a secret Twitter portal U.S. Gov…"
272,RepDanBishop,2022-12-06T23:08:26.000Z,"RT @DukeEnergy: With around 10,000 customers restored so far, Duke Energy anticipates having nearly all customers restored by 11:59 p.m. We…"
273,RepDanBishop,2022-12-06T23:07:39.000Z,"Thank you, @replouiegohmert. You will be dearly missed here in Congress. https://t.co/XRHp65MQz9"
274,RepDanBishop,2022-12-06T21:59:17.000Z,"RT @RepMTG: Thank you to my cosponsors for supporting this critical legislation for the American people!

@RepMattGaetz
@RepGosar
@RepThoma…"
275,RepDanBishop,2022-12-06T20:51:46.000Z,"ESG is, at its heart, radical partisan activism masquerading as responsible corporate governance. 

These corrosive practices could violate our nation's antitrust laws, and we must be relentless in investigating them. https://t.co/CpL5TmPNMf"
276,RepDanBishop,2022-12-06T20:46:43.000Z,"RT @FDRLST: EXCLUSIVE: Republicans Launch Antitrust Investigation Into Climate-Obsessed Corporate ‘Cartel’
https://t.co/ndrbsXpqRo"
277,RepDanBishop,2022-12-06T20:33:57.000Z,"RT @JudiciaryGOP: ""ESG is, at its heart, radical partisan activism masquerading as responsible corporate governance. These corrosive practi…"
278,RepDanBishop,2022-12-06T20:33:54.000Z,RT @JudiciaryGOP: 🚨 Judiciary Republicans: Woke Companies Pursuing ESG Policies May Violate Antitrust Law https://t.co/pX8Shvkliq
279,RepDanBishop,2022-12-06T20:08:20.000Z,"RT @RepThomasMassie: Regrettably, some of my congressional colleagues are more concerned about tracking that $600 Venmo payment you made th…"
300,RepBoebert,2022-12-05T22:24:04.000Z,"The White House just called the Twitter Files “old news” and “a distraction.” 

If you ever wondered how little Democrats cared about the First Amendment, now you know."
301,RepBoebert,2022-12-02T21:32:08.000Z,"Life is winning in Pueblo. Praise the Lord!

https://t.co/QleRDcryIR"
302,RepBoebert,2022-12-02T20:49:32.000Z,@elonmusk Good. The American people deserve the truth.
303,RepBoebert,2022-12-02T14:17:40.000Z,Now it’s time to deliver on our promises. https://t.co/Ek1MS8ZusE
304,RepBoebert,2022-12-01T16:47:42.000Z,Here’s what Democrats in Congress are focused on… https://t.co/k227gNLoya
305,RepBoebert,2022-12-01T14:19:59.000Z,Joe Biden has not been to the southern border.
306,RepBoebert,2022-11-30T22:42:02.000Z,"I’m honored to have been elected by my peers to serve on the House Republican Policy Committee for Region 10 (CO, KS, NE, OK).

Excited to advance conservative policies in this role!

https://t.co/l5DPvhgike"
307,RepBoebert,2022-11-30T17:31:57.000Z,"Big tech is in the pocket of the CCP. @apple, preserve your documents and get ready for serious congressional oversight.

https://t.co/TlRrUjHFU6"
308,RepBoebert,2022-11-30T12:26:00.000Z,"RT @freedomcaucus: House Freedom Caucus calls on Republicans to reject woke, weak military policies in Democrats' defense bill.

Full lette…"
309,RepBoebert,2022-11-29T19:56:01.000Z,"Great work by Pueblo County first responders!

I am working to provide them with more resources, prevent fires, and improve the environment with my Active Forest Management, Wildfire Prevention, and Community Protection Act. 

https://t.co/D7uqr5Qb09"
320,RepBost,2022-12-06T20:16:06.000Z,"Today, instead of addressing Biden’s immigration crisis, Pelosi &amp; House Dems pushed forward w/a bill that creates carve outs to allow immigrants who commit crimes to become U.S. citizens. We need to fix our broken system &amp; that should start by securing our borders. I voted NO. https://t.co/9e6IaBIIfs"
321,RepBost,2022-12-05T21:12:09.000Z,"Over 73,000 illegal immigrants evaded Border Patrol in November – the highest number EVER. The Biden Administration – and Secretary Mayorkas – MUST be held accountable for their failure to secure the border.

https://t.co/gk4AoVnE0f"
322,RepBost,2022-12-02T18:43:17.000Z,Veterans shouldn’t be denied life insurance coverage because of injuries they sustained during their service. I was proud to introduce the Veteran Families Financial Support Act to help ensure they are covered &amp; am glad to see that the new VALife program is going live in January. https://t.co/EYCxgRAQXI
323,RepBost,2022-12-01T18:23:55.000Z,"ICYMI: The House recently passed my bill, the VIPER Act, to help advance cutting edge research being done by VA. More from @stlpublicradio ↓

https://t.co/ix6iLTpSxz"
324,RepBost,2022-11-30T19:50:20.000Z,"No surprise here – President Biden’s refusal to utilize American energy resources forces us to do business with foreign regimes guilty of human rights abuses.

https://t.co/6h0GL5y3Cu"
325,RepBost,2022-11-26T16:14:12.000Z,It’s #SmallBusinessSaturday! Small businesses and the hard-working Southern Illinoisans that own them are the backbone of our local economy and communities. #ShopSmall https://t.co/TLfO9ocwQa
326,RepBost,2022-11-24T15:25:00.000Z,"Happy Thanksgiving, Southern Illinois! https://t.co/CUSHVYcYDt"
327,RepBost,2022-11-21T16:25:02.000Z,"We’ve made great strides in the fight against Alzheimer’s and dementia, but there is still much more to be done. I’ll keep working to support research to find treatments. #ENDALZ

https://t.co/huaRk5rA7L"
328,RepBost,2022-11-18T18:37:35.000Z,"Had a chance to catch up with LtGen Gregg Olson this week when he stopped by my office to drop off a cake in honor of the @USMC 247th birthday. Thank you to the Marines stationed at the barracks in Washington, D.C. for baking them for Marine members of Congress! #SemperFi https://t.co/zPPHnHqRIo"
329,RepBost,2022-11-17T16:39:12.000Z,"RT @HouseVetAffairs: ""A closer look reveals that some VA facilities have months-long wait times for new or existing patients seeking specif…"
360,RepKevinBrady,2022-12-06T21:31:07.000Z,"RT @WaysandMeansGOP: 📺LIVE TV SOON:
Coming up @ 4:40pm ET on 'Kudlow' on @FoxBusiness, @RepKevinBrady sits down with Larry Kudlow to discus…"
361,RepKevinBrady,2022-12-06T15:33:21.000Z,"White House urging U.S. oil &amp; gas to support Ukraine energy infrastructure.

Same WH ""considering"" banning vital U.S. exports of energy. 

#GetYourSToryStraight  https://t.co/PmMJ4CAUa1"
362,RepKevinBrady,2022-12-06T15:28:43.000Z,"It's not just the EU.

#Biden climate subsidies bill for wealthy hurting U.S. allies throughout world - threatening retaliation on ""Made in America"" products &amp; services. 

Entirely preventable. 

https://t.co/EOEon8cw82"
363,RepKevinBrady,2022-12-06T00:30:15.000Z,"RT @WaysandMeansGOP: Biden's cruel economy is crushing American families.

""They are going into debt faster than they have in 15 years. The…"
364,RepKevinBrady,2022-12-02T19:36:05.000Z,"RT @WaysandMeansGOP: ""This bill renews our longstanding commitment to help mothers and babies thrive through pregnancy into the early years…"
365,RepKevinBrady,2022-12-02T17:37:41.000Z,"#WSJ: “Averting a railroad strike, President Biden picks the economy over unions. Why not do the same for families?”

Note: This was his failure Congress had to clean up to avoid making the cruel Biden economy even worse.  https://t.co/ksAvU72Quh"
366,RepKevinBrady,2022-12-02T16:35:02.000Z,"RT @WaysandMeansGOP: On the Walorski home visiting bill and it's impact on mothers &amp; children, @RepKevinBrady:
""It is a bipartisan bill tha…"
367,RepKevinBrady,2022-12-02T16:35:01.000Z,"RT @WaysandMeansGOP: ""Throughout her life, Rep. Walorski served vulnerable families – from the mission field in Romania to the halls of Con…"
368,RepKevinBrady,2022-12-02T16:34:45.000Z,"RT @WaysandMeansGOP: ✅ PASSED: The Jackie Walorski Maternal and Child Home Visiting Reauthorization Act of 2022

This bipartisan bill renew…"
369,RepKevinBrady,2022-12-02T16:34:22.000Z,RT @WaysandMeansGOP: “This report spells more bad news for families &amp; seniors. America’s workforce continues to shrink for the 3rd consecut…
370,RepMoBrooks,2022-12-06T22:17:38.000Z,"When the Big Dog at the top shows total disdain &amp; disregard for the rule of law &amp; U.S. Constitution, no one should be surprised when subordinates reflect the Big Dog’s lead.

https://t.co/ebLP6byybU"
371,RepMoBrooks,2022-12-06T17:06:56.000Z,".@KatieBrittforAL husband hired as PAID LOBBYIST, a FIRST in Alabama history!

#WesleyBritt CLAIMS won’t lobby wife or feds.

But KBritt controls $BILLIONS for state &amp; local govts.

It is unethical &amp; immoral for Sen.’s spouse to be paid lobbyist. Period.

https://t.co/EBQZbyZ38Q"
